Scholar,Title,Link,Full Content
Shaykh ibn baz,What is Meant by Hijrah?,https://alsalafiyyah.github.io/audios/what-is-meant-by-hijrah-migration/,"Question:

What is meant by Hijrah (migration)?

Answer:

The migration from the lands of shirk (polytheism) to the lands of Islam.

Question:

What if a person recalls the person’s past [sins/disbelief]?

Answer:

If he migrates from the lands of shirk as a repentant one who turns sincerely to Allah, this migration becomes an expiation for him, provided he migrates sincerely and repentantly.

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Ruling on Traveling for Tourism to Non-Muslim Lands,https://alsalafiyyah.github.io/audios/ruling-on-traveling-for-tourism-to-non-muslim-lands/,"Question:

What does His Eminence the Sheikh say about traveling for tourism?

Answer:

It is a munkar (reprehensible evil) and is not permissible. It is absolutely not permissible to travel for tourism. Traveling to the lands of shirk is only permissible if it is for the purpose of calling people to Allah, [undertaken] by people of knowledge, faith, and insight who have a firm standing in this matter, possess insight, and do not fear fitnah (tribulation/temptation) for themselves.

This is because they possess knowledge, faith, insight, and the readiness to refute doubts, enabling them to defend themselves and benefit others in their call to Allah, the Glorified and Exalted. Yes.

The Presenter:

May Allah reward you with good, benefit [others] through your knowledge, and answer your supplication, for He is able to do all things.

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Ruling on Claiming Disbelievers Are Better Than Muslims,https://alsalafiyyah.github.io/audios/ruling-on-claiming-disbelievers-are-better-than-muslims/,"Question:

It has become widespread among people in this era—especially business owners—to say that “the disbeliever is better than the Muslim.” This is incorrect, to the extent that most companies have started restricting employment to disbelievers instead of Muslims. This is a serious matter. We request your Eminence to issue a general Friday sermon that is sufficient to refute such ignorant people who embrace Islam merely by name, so that everyone may know the danger of this statement, especially since the Friday sermon is attended by all people.

Answer:

This was already pointed out in the previous lecture by Sheikh Salih Al-Fawzan, during the lecture on the past Friday night, warning against this matter.

The statement made by some people that “the disbeliever is better than the Muslim” or that “Christians are better than Muslims” is apostasy from Islam—we seek refuge in Allah. This is a tremendous evil. Whoever says that the disbelievers are better than the Muslims has imitated the Jews in their statement to the disbelievers: “You are better guided than the believers.” This is a major munkar (reprehensible evil).

Even if a disbeliever strives to improve his goods, market them well, and be truthful in certain business matters, he possesses deep disbelief, misguidance, and immense corruption that indicates his vileness, harmfulness, and corruption, making him among the filthiest and most evil of creatures.

A Muslim, even if he has some sins, is much better than a disbeliever, because he possesses faith in Allah and His Messenger, and he possesses the Tawhid (Oneness) of Allah. He is better than the disbeliever in many respects, even if he has committed some sins violating his religion. Islam forbids him from sins, treachery, and lying. However, this does not mean disbelievers are better than him! Rather, he is better and better-guided than the disbelievers, despite whatever sins he may have. Nevertheless, it is obligatory for him to fear Allah and beware of sins, lying, and treachery.

If a disbeliever strives to be truthful, improve his goods, or perfect his craft for his immediate, worldly benefit, you—O Muslim—must not be lax in this so as not to become a blemish on the Muslims. Rather, you too must strive to master your craft with honesty, without treachery, and with truthfulness, avoiding lies, so that you do not open a door of evil against the Muslims. You must be extremely cautious of everything Allah, the Mighty and Majestic, has forbidden. However, no Muslim is permitted because of this to say that disbelievers are better than Muslims, or better-guided, or more truthful. This is all falsehood and a tremendous evil, and whoever says this unconditionally has committed “kufr” (disbelief)—we ask Allah for safety.

This is a great affliction, we seek refuge in Allah! Furthermore, it is not permissible to import disbelievers into this Peninsula [Arabian Peninsula], nor is it permissible to employ them for domestic service—whether men or women—or for labor. This Peninsula must be purified of disbelievers; disbelievers must be kept away from it, and none should be imported or employed for it except Muslims, while also thoroughly vetting and exercising caution with Muslims so that only a good Muslim man or woman is employed when the need arises.

As for employing Jews, Christians, Buddhists, or other disbelievers, all of this is a munkar that is not permissible in this Peninsula. The Messenger, peace and blessings be upon him, commanded the expulsion of the polytheists from this Peninsula, and said: “If I live, I will surely expel the Jews and Christians from it until I leave nothing but a Muslim.” He then reiterated this instruction at the time of his death, peace and blessings be upon him, and Umar subsequently expelled them.

“If I live, I will surely expel the Jews and Christians from it until I leave nothing but a Muslim.”

The point is that this Peninsula is the sanctuary of Islam and its cradle. No second religion is permitted to be established in it; it is never permissible for two religions to remain in it, but rather only a single religion. It is not permissible to bring disbelievers into it except in cases of necessity through the authorities for something that benefits the Muslims and is a necessity—such as an engineer who is needed, or a doctor who is needed, in small, rare quantities upon necessity, just as the Prophet, peace and blessings be upon him, allowed the Jews to stay in Khaybar out of necessity, and then Umar expelled them after the Prophet’s instruction to expel them, peace and blessings be upon him.

The point is that this is a very serious matter that must be guarded against.

Questioner:

The Gulf is full of churches?

The Sheikh:

That is also included in the Peninsula, yes. It is not permissible. Yemen is also included in the Peninsula according to the correct view; it is not permissible for churches to be built therein, nor for Christian schools to be opened, nor is the employment of them approved. Even if those failing in their duties do so, and some rulers are lax, their actions do not constitute a “legal proof” (hujjah).

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Refuting Those Who Say That the Hijab Is Not the Covering of the Face,https://alsalafiyyah.github.io/audios/refuting-those-who-say-that-the-hijab-is-not-the-covering-of-the-face/,"Question:

I have heard some Saudi Sheikhs saying that women’s hijab is not the covering of the face, but rather the covering of the head, chest, and hands. Do they have evidence for this or not? We kindly ask your Eminence to clarify this matter.

Answer:

As for covering the head and the body, this is a matter upon which there is no disagreement; it is obligatory for her to cover them from all non-mahram men (ajnabis), and this is a known matter. The disagreement among the scholars is specifically regarding the face and hands: must she cover them from a non-mahram—such as her husband’s brother, her sister’s husband, her neighbors, and her paternal cousins—or not?

The legal proofs indicate that the obligation is to cover them, and that adornment is present in them. Indeed, the face is the greatest form of adornment; it is a woman’s index of beauty or plainness, serving as her primary identifier and adornment. Therefore, just as it is obligatory to cover the head, it is also obligatory to cover the face, because the face holds immense significance. Allah, the Glorified and Exalted, said: “And when you ask (his wives) for anything you want, ask them from behind a screen, that is purer for your hearts and for their hearts.” [Al-Ahzab: 53], and He did not make an exception for the face. “People in the pre-Islamic period of ignorance” (Jahiliyyah) and at the very beginning of Islam used to uncover the face, and a woman’s face would be visible, and she would sit with people. Then Allah revealed the hijab, so women were forbidden from uncovering their faces.

“And when you ask (his wives) for anything you want, ask them from behind a screen, that is purer for your hearts and for their hearts.”

This was explained by Aisha, may Allah be pleased with her, as reported in the Sahihayn (Al-Bukhari and Muslim) from the Hadith of Aisha, may Allah be pleased with her, that on the Day of Al-Ifk (the Slander), when she heard the voice of Safwan ibn al-Mu’attal reciting istirja’ (“Inna lillahi wa inna ilayhi raji’un”), she said: “So I covered my face with my veil, and he had seen me before the hijab.” This indicates that after the hijab, faces were no longer seen; seeing [them uncovered] only occurred before the hijab, whereas after the hijab, women would cover their faces with their veils.

“So I covered my face with my veil, and he had seen me before the hijab.”

Similarly, during the Farewell Pilgrimage, she said: “When men approached us, one of us would draw down her outer garment (jilbab) from her head over her face, and when the men moved away, we would uncover [our faces].” All of this indicates that after Allah revealed the verse of hijab, the hijab became general and applied to the head, face, and the rest of the body. This is the preferred view: the obligation of a woman covering her entire body—the face, hands, feet, and the like—because it is an awrah (part of the body that must be covered) and a source of temptation.

Therefore, a believer should take precautions for himself and not indulge in concessions  that lack evidence. A believer should also instill this in his family, teach them, and guide them—his sister, aunt, maternal aunt, wife, and others. Likewise, a woman should fear Allah, guard against the causes of temptation, and not lean toward concessions that have no evidence. We ask Allah to guide us all.

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Refuting the Western Suspicion Regarding the Hijab,https://alsalafiyyah.github.io/audios/refuting-the-western-suspicion-regarding-the-hijab/,"Question:

We kindly request you to address the West’s suspicion regarding the hijab—namely, that if a woman wears the hijab, it serves as an incentive for young men to pursue women more and increases their desire for them, whereas if there is no hijab, it becomes something normal, and both young men and women strive to please each other, resulting in a decrease in sexual desire for both. However, the opposite has occurred with an increase in crimes. What is your Eminence’s view?

Answer:

This is a refuted suspicion with no basis whatsoever. This is a refuted suspicion: if the hijab is obligatory among Muslims, then its obligation among disbelievers is even more appropriate and a priority, because the disbeliever is more vile, more evil, and worse in corruption.

If it is obligatory for her to observe hijab in front of a Muslim—whose religion prevents him from corruption, except for one whose faith is weak—then her observing hijab in front of disbelievers is even more imperative. When a disbeliever knows that she is not someone to be lusted after or coveted, he will not approach or harass her.

Furthermore, she is not permitted to go out in disbelieving lands except with her mahram (male guardian) and someone who protects her from temptation. She is not even allowed to go out like that alone in Muslim lands if she is in a place of danger—let alone in disbelieving lands! Her guardians, mahrams, or companions must be with her so that she is not exposed to temptation. As for uncovering herself there, it is forbidden just as it is forbidden among Muslims, rather, even more so and more severely!

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Biography of Sheikh Ihsan Ilahi Zahir and Fatwa on the Funeral Prayer for Him,https://alsalafiyyah.github.io/audios/biography-of-sheikh-ihsan-ilahi-zahir-and-fatwa-on-the-funeral-prayer-for-him/,"Question:

We would like to inform you that tomorrow, Friday, at the Gypsum Factory Mosque on Al-Kharj Road, the funeral prayer in absentia (salat al-gha’ib) will be performed for His Eminence Sheikh Ihsan Ilahi Zahir, may Allah have mercy on him.

We request you and those present to invoke Allah’s mercy upon him, pray for his forgiveness and mercy, and mention something about his biography and introduce his life to the attendees, as most of them do not know him well.

Answer:

May Allah forgive him, and have mercy on us and him. Our brother Sheikh Hafiz Ihsan is well-known to the elite people of knowledge. He has many authored works in refuting the Shia, refuting paganism, and refuting other sects of disbelief and misguidance. He was a mujahid, may Allah have mercy on him.

He graduated from the Islamic University of Madinah and engaged in calling people to Allah in Pakistan and elsewhere. He traveled widely to call people to Allah, teach, and refute the opponents of Islam. He has wonderful legacy and valuable, beneficial authored works.

May Allah have mercy on him and honor his resting place. The prayer for him can be performed here, and if it is performed for him in Makkah, there is no harm in that.

Scholars

1448-04-10 () \ 2026-09-21"
Shaykh ibn baz,Is Kissing the Black Stone a Form of Paganism?,https://alsalafiyyah.github.io/is-kissing-the-black-stone-a-form-of-paganism/,"Question:

Orientalists claim that Islam retained a vestige of paganism, such as kissing the Black Stone. How do you respond to them?

Answer:

This is not paganism; this is something prescribed for us by Allah for a profound wisdom, and in this, we are neither imitating the Jahiliyyah (pre-Islamic period of ignorance) nor worshipping through Jahiliyyah forms of worship. Allah directs His commands to His servants as He wills, the Glorified and Exalted. When He commands them to do something, it becomes an independent legislation that has no connection to the Jahiliyyah.

Indeed, there were good matters from the Jahiliyyah that Islam approved of: the blood-money (diyah) of one hundred camels was a matter of the Jahiliyyah and Islam approved it; the qasamah (oath of accusation) was from the Jahiliyyah and Islam approved it; and similarly, kissing and touching the Black Stone. This involves the glorification of Allah and seeking His pleasure—it is not seeking blessings from the stone itself or making requests of the stone. Rather, it is obedience to Allah in touching the Black Stone and the Yemeni Corner.

Allah tested His servants through this to see whether they would obey or disobey. When Allah commands them to do something, they comply. Allah instituted the touching of the Black Stone and the Yemeni Corner among them as a trial and a test: would they hear and obey? Would they comply with what Allah has legislated for them or not?

This is why when Umar, may Allah be pleased with him, kissed the Black Stone, he said: “I know that you are a stone that neither harms nor benefits, and had I not seen the Prophet, peace and blessings be upon him, kissing you, I would not have kissed you.”

“I know that you are a stone that neither harms nor benefits, and had I not seen the Prophet, peace and blessings be upon him, kissing you, I would not have kissed you.”

Likewise, among the customs of the Jahiliyyah was honoring the guest, and honoring the guest remained in Islam. All of this, along with other noble moral traits that Allah loves and His Messenger, peace and blessings be upon him, urged [us] to follow—as well as all good traits from the Jahiliyyah—remained in Islam and were approved by it.

Scholars

1448-04-10 () \ 2026-09-21

Majmu' Fatawa wa Maqalat 28/276"
Shaykh ibn baz,Did Islam Spread by the Sword?,https://alsalafiyyah.github.io/did-islam-spread-by-the-sword/,"Question:

For further benefit, what is your view on the statement of those who say that Islam was spread by the sword, and we would like a logical response to them?

Answer:

This statement, in an absolute and unqualified sense, is false. Islam was spread through the call (Da’wah) to Allah, the Glorified and Exalted, and it was supported by the sword.

The Prophet, peace and blessings be upon him, propagated it through preaching in Makkah for thirteen years, and then in Madinah before he was commanded to fight. The Companions and Muslims spread throughout the earth and called people to Allah, and whoever refused, they fought him in jihad, because the sword is an enforcement tool. Allah Almighty said: “…And We brought forth iron wherein is mighty power (in matters of war), as well as many benefits for mankind…“ [Al-Hadid: 25], and He said: “And fight them until there is no more Fitnah (disbelief and polytheism: i.e. worshipping others besides Allah) and the religion (worship) will all be for Allah Alone [in the whole of the world].” [Al-Anfal: 39].

“…And We brought forth iron wherein is mighty power (in matters of war), as well as many benefits for mankind…“

“And fight them until there is no more Fitnah (disbelief and polytheism: i.e. worshipping others besides Allah) and the religion (worship) will all be for Allah Alone [in the whole of the world].”

Whoever refused, they fought him for his own benefit and salvation—just as someone who owes a right to another human being must be compelled to fulfill that right, even through imprisonment or beating, and is not considered wronged. So how can anyone denounce or find it strange to compel someone who owes a right to Allah to fulfill His right? And how much more so when it is the greatest and most obligatory of rights, which is the Tawhid (Oneness) of Allah, the Glorified, and abandoning the association of partners with Him?

Out of Allah the Almighty’s mercy, He legislated jihad against the polytheists and fighting them until they worship Allah alone and abandon the worship of anything besides Him. In that lies their happiness and salvation in this world and the Hereafter, and Allah is the Grantor of success.

Scholars

1448-04-10 () \ 2026-09-21

Majmu' Fatawa wa Maqalat 6/277"
Shaykh salih ibn fawzan,The Ruling on Saying 'Madad' to Husayn or Al-Badawi,https://alsalafiyyah.github.io/videos/the-ruling-on-saying-madad-to-husayn-or-al-badawi/,"Question:

What is the ruling on declaring someone a disbeliever (takfir) who says, “Madad (Help/Support), O Husayn” or “Madad, O Badawi”?

Answer:

If he is ignorant, it is explained to him. If he persists in that after the explanation, then he is a disbeliever.

Scholars

1448-04-07 () \ 2026-09-18"
Shaykh salih ibn fawzan,The Ruling on Breeding and Selling Wild Animals,https://alsalafiyyah.github.io/videos/the-ruling-on-breeding-and-selling-wild-animals/,"Question:

Some people raise wild beasts (predators) and snakes in their homes, and adopt this as a profession. Is this action permissible?

Answer:

What is his intention behind this? If he sells predators or sells snakes, this is forbidden and not permissible. If he wants to gather snakes and predators in his house and leave them loose, the person who does this action is not of sound mind.

Scholars

1448-04-07 () \ 2026-09-18"
